AÑO;NOMBRE_IES;TIPO_FINANCIAMIENTO;NOMBRE_CARRERA;NIVEL_FORMACION;MODALIDAD;CAMPO_AMPLIO;CAMPO_ESPECIFICO;CAMPO_DETALLADO;TIPO_SEDE;PROVINCIA_SEDE;CANTON_SEDE;SEXO;ETNIA;PUEBLO_NACIONALIDAD;DISCAPACIDAD;PROVINCIA_RESIDENCIA;CANTON_RESIDENCIA;TOTAL
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; INGENIERIA AGROINDUSTRIAL ; TERCER NIVEL DE GRADO ;PRESENCIAL; AGRICULTURA, SILVICULTURA, PESCA Y VETERINARIA ; AGRICULTURA, SILVICULTURA Y PESCA ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; MUJER ; AFROECUATORIANO ;NO_APLICA; NINGUNA ; PICHINCHA ; QUITO ;1
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; INGENIERIA AGROINDUSTRIAL ; TERCER NIVEL DE GRADO ;PRESENCIAL; AGRICULTURA, SILVICULTURA, PESCA Y VETERINARIA ; AGRICULTURA, SILVICULTURA Y PESCA ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; MUJER ; BLANCO ;NO_APLICA; NINGUNA ; PICHINCHA ; QUITO ;1
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; INGENIERIA AGROINDUSTRIAL ; TERCER NIVEL DE GRADO ;PRESENCIAL; AGRICULTURA, SILVICULTURA, PESCA Y VETERINARIA ; AGRICULTURA, SILVICULTURA Y PESCA ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; MUJER ; INDIGENA ;KAYAMBI; NINGUNA ; NO_REGISTRA ; NO_REGISTRA ;1
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; INGENIERIA AGROINDUSTRIAL ; TERCER NIVEL DE GRADO ;PRESENCIAL; AGRICULTURA, SILVICULTURA, PESCA Y VETERINARIA ; AGRICULTURA, SILVICULTURA Y PESCA ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; MUJER ; INDIGENA ;NO_REGISTRA; NINGUNA ; PICHINCHA ; QUITO ;1
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; INGENIERIA AGROINDUSTRIAL ; TERCER NIVEL DE GRADO ;PRESENCIAL; AGRICULTURA, SILVICULTURA, PESCA Y VETERINARIA ; AGRICULTURA, SILVICULTURA Y PESCA ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; MUJER ; INDIGENA ;OTAVALO; NINGUNA ; PICHINCHA ; QUITO ;1
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; INGENIERIA AGROINDUSTRIAL ; TERCER NIVEL DE GRADO ;PRESENCIAL; AGRICULTURA, SILVICULTURA, PESCA Y VETERINARIA ; AGRICULTURA, SILVICULTURA Y PESCA ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; MUJER ; MESTIZO ;NO_APLICA; NINGUNA ; PICHINCHA ; QUITO ;90
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; INGENIERIA AGROINDUSTRIAL ; TERCER NIVEL DE GRADO ;PRESENCIAL; AGRICULTURA, SILVICULTURA, PESCA Y VETERINARIA ; AGRICULTURA, SILVICULTURA Y PESCA ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; MUJER ; MESTIZO ;NO_APLICA; NINGUNA ; NO_REGISTRA ; NO_REGISTRA ;20
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; INGENIERIA AGROINDUSTRIAL ; TERCER NIVEL DE GRADO ;PRESENCIAL; AGRICULTURA, SILVICULTURA, PESCA Y VETERINARIA ; AGRICULTURA, SILVICULTURA Y PESCA ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; MUJER ; NO_REGISTRA ;NO_APLICA; NINGUNA ; PICHINCHA ; QUITO ;23
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; INGENIERIA AGROINDUSTRIAL ; TERCER NIVEL DE GRADO ;PRESENCIAL; AGRICULTURA, SILVICULTURA, PESCA Y VETERINARIA ; AGRICULTURA, SILVICULTURA Y PESCA ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; MUJER ; NO_REGISTRA ;NO_REGISTRA; NINGUNA ; PICHINCHA ; QUITO ;28
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; INGENIERIA AGROINDUSTRIAL ; TERCER NIVEL DE GRADO ;PRESENCIAL; AGRICULTURA, SILVICULTURA, PESCA Y VETERINARIA ; AGRICULTURA, SILVICULTURA Y PESCA ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; MUJER ; NO_REGISTRA ;NO_REGISTRA; NINGUNA ; NO_REGISTRA ; NO_REGISTRA ;18
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; INGENIERIA EN CIENCIAS ECONOMICAS Y FINANCIERAS ; TERCER NIVEL DE GRADO ;PRESENCIAL; CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO ; CIENCIAS SOCIALES Y DEL COMPORTAMIENTO ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; HOMBRE ; INDIGENA ;KARANKI; NINGUNA ; PICHINCHA ; QUITO ;2
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; INGENIERIA EN CIENCIAS ECONOMICAS Y FINANCIERAS ; TERCER NIVEL DE GRADO ;PRESENCIAL; CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO ; CIENCIAS SOCIALES Y DEL COMPORTAMIENTO ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; HOMBRE ; INDIGENA ;NO_REGISTRA; NINGUNA ; PICHINCHA ; QUITO ;5
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; INGENIERIA EN CIENCIAS ECONOMICAS Y FINANCIERAS ; TERCER NIVEL DE GRADO ;PRESENCIAL; CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO ; CIENCIAS SOCIALES Y DEL COMPORTAMIENTO ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; HOMBRE ; MESTIZO ;NO_APLICA; NINGUNA ; PICHINCHA ; QUITO ;102
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; INGENIERIA EN CIENCIAS ECONOMICAS Y FINANCIERAS ; TERCER NIVEL DE GRADO ;PRESENCIAL; CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO ; CIENCIAS SOCIALES Y DEL COMPORTAMIENTO ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; HOMBRE ; MESTIZO ;NO_APLICA; NINGUNA ; NO_REGISTRA ; NO_REGISTRA ;3
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; INGENIERIA EN CIENCIAS ECONOMICAS Y FINANCIERAS ; TERCER NIVEL DE GRADO ;PRESENCIAL; CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO ; CIENCIAS SOCIALES Y DEL COMPORTAMIENTO ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; HOMBRE ; MESTIZO ;NO_APLICA; NINGUNA ; PICHINCHA ; QUITO ;1
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; INGENIERIA EN CIENCIAS ECONOMICAS Y FINANCIERAS ; TERCER NIVEL DE GRADO ;PRESENCIAL; CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO ; CIENCIAS SOCIALES Y DEL COMPORTAMIENTO ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; HOMBRE ; MONTUBIO ;NO_APLICA; NINGUNA ; PICHINCHA ; QUITO ;2
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; INGENIERIA EN CIENCIAS ECONOMICAS Y FINANCIERAS ; TERCER NIVEL DE GRADO ;PRESENCIAL; CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO ; CIENCIAS SOCIALES Y DEL COMPORTAMIENTO ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; HOMBRE ; NO_REGISTRA ;NO_APLICA; NINGUNA ; PICHINCHA ; QUITO ;11
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; INGENIERIA EN CIENCIAS ECONOMICAS Y FINANCIERAS ; TERCER NIVEL DE GRADO ;PRESENCIAL; CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO ; CIENCIAS SOCIALES Y DEL COMPORTAMIENTO ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; HOMBRE ; NO_REGISTRA ;NO_REGISTRA; NINGUNA ; PICHINCHA ; QUITO ;18
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; INGENIERIA EN CIENCIAS ECONOMICAS Y FINANCIERAS ; TERCER NIVEL DE GRADO ;PRESENCIAL; CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO ; CIENCIAS SOCIALES Y DEL COMPORTAMIENTO ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; HOMBRE ; NO_REGISTRA ;NO_REGISTRA; NINGUNA ; NO_REGISTRA ; NO_REGISTRA ;19
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; INGENIERIA EN CIENCIAS ECONOMICAS Y FINANCIERAS ; TERCER NIVEL DE GRADO ;PRESENCIAL; CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO ; CIENCIAS SOCIALES Y DEL COMPORTAMIENTO ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; HOMBRE ; NO_REGISTRA ;NO_REGISTRA; NINGUNA ; NO_REGISTRA ; NO_REGISTRA ;1
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; INGENIERIA EN CIENCIAS ECONOMICAS Y FINANCIERAS ; TERCER NIVEL DE GRADO ;PRESENCIAL; CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO ; CIENCIAS SOCIALES Y DEL COMPORTAMIENTO ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; MUJER ; AFROECUATORIANO ;NO_APLICA; NINGUNA ; PICHINCHA ; QUITO ;3
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; INGENIERIA EN CIENCIAS ECONOMICAS Y FINANCIERAS ; TERCER NIVEL DE GRADO ;PRESENCIAL; CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO ; CIENCIAS SOCIALES Y DEL COMPORTAMIENTO ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; MUJER ; BLANCO ;NO_APLICA; NINGUNA ; PICHINCHA ; QUITO ;1
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; INGENIERIA EN CIENCIAS ECONOMICAS Y FINANCIERAS ; TERCER NIVEL DE GRADO ;PRESENCIAL; CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO ; CIENCIAS SOCIALES Y DEL COMPORTAMIENTO ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; MUJER ; BLANCO ;NO_APLICA; NINGUNA ; PICHINCHA ; QUITO ;1
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; INGENIERIA EN CIENCIAS ECONOMICAS Y FINANCIERAS ; TERCER NIVEL DE GRADO ;PRESENCIAL; CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO ; CIENCIAS SOCIALES Y DEL COMPORTAMIENTO ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; MUJER ; INDIGENA ;NO_REGISTRA; NINGUNA ; PICHINCHA ; QUITO ;2
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; INGENIERIA EN CIENCIAS ECONOMICAS Y FINANCIERAS ; TERCER NIVEL DE GRADO ;PRESENCIAL; CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO ; CIENCIAS SOCIALES Y DEL COMPORTAMIENTO ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; MUJER ; MESTIZO ;NO_APLICA; NINGUNA ; PICHINCHA ; QUITO ;144
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; INGENIERIA EN CIENCIAS ECONOMICAS Y FINANCIERAS ; TERCER NIVEL DE GRADO ;PRESENCIAL; CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO ; CIENCIAS SOCIALES Y DEL COMPORTAMIENTO ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; MUJER ; MESTIZO ;NO_APLICA; NINGUNA ; NO_REGISTRA ; NO_REGISTRA ;2
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; INGENIERIA EN CIENCIAS ECONOMICAS Y FINANCIERAS ; TERCER NIVEL DE GRADO ;PRESENCIAL; CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO ; CIENCIAS SOCIALES Y DEL COMPORTAMIENTO ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; MUJER ; MESTIZO ;NO_APLICA; NINGUNA ; NO_REGISTRA ; NO_REGISTRA ;9
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; INGENIERIA EN CIENCIAS ECONOMICAS Y FINANCIERAS ; TERCER NIVEL DE GRADO ;PRESENCIAL; CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO ; CIENCIAS SOCIALES Y DEL COMPORTAMIENTO ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; MUJER ; NO_REGISTRA ;NO_APLICA; NINGUNA ; PICHINCHA ; QUITO ;21
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; INGENIERIA EN CIENCIAS ECONOMICAS Y FINANCIERAS ; TERCER NIVEL DE GRADO ;PRESENCIAL; CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO ; CIENCIAS SOCIALES Y DEL COMPORTAMIENTO ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; MUJER ; NO_REGISTRA ;NO_REGISTRA; NINGUNA ; PICHINCHA ; QUITO ;30
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; INGENIERIA EN CIENCIAS ECONOMICAS Y FINANCIERAS ; TERCER NIVEL DE GRADO ;PRESENCIAL; CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO ; CIENCIAS SOCIALES Y DEL COMPORTAMIENTO ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; MUJER ; NO_REGISTRA ;NO_REGISTRA; NINGUNA ; NO_REGISTRA ; NO_REGISTRA ;30
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; INGENIERIA EN ELECTRONICA Y REDES DE INFORMACION ; TERCER NIVEL DE GRADO ;PRESENCIAL; INGENIERIA, INDUSTRIA Y CONSTRUCCION ; INGENIERIA Y PROFESIONES AFINES ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; HOMBRE ; AFROECUATORIANO ;NO_APLICA; NINGUNA ; PICHINCHA ; QUITO ;6
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; INGENIERIA EN ELECTRONICA Y REDES DE INFORMACION ; TERCER NIVEL DE GRADO ;PRESENCIAL; INGENIERIA, INDUSTRIA Y CONSTRUCCION ; INGENIERIA Y PROFESIONES AFINES ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; HOMBRE ; BLANCO ;NO_APLICA; NINGUNA ; NO_REGISTRA ; NO_REGISTRA ;1
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; INGENIERIA EN ELECTRONICA Y REDES DE INFORMACION ; TERCER NIVEL DE GRADO ;PRESENCIAL; INGENIERIA, INDUSTRIA Y CONSTRUCCION ; INGENIERIA Y PROFESIONES AFINES ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; HOMBRE ; MESTIZO ;NO_APLICA; LENGUAJE ; PICHINCHA ; QUITO ;1
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; INGENIERIA EN ELECTRONICA Y REDES DE INFORMACION ; TERCER NIVEL DE GRADO ;PRESENCIAL; INGENIERIA, INDUSTRIA Y CONSTRUCCION ; INGENIERIA Y PROFESIONES AFINES ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; HOMBRE ; MESTIZO ;NO_APLICA; NINGUNA ; NO_REGISTRA ; NO_REGISTRA ;1
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; INGENIERIA EN ELECTRONICA Y REDES DE INFORMACION ; TERCER NIVEL DE GRADO ;PRESENCIAL; INGENIERIA, INDUSTRIA Y CONSTRUCCION ; INGENIERIA Y PROFESIONES AFINES ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; HOMBRE ; MESTIZO ;NO_APLICA; NINGUNA ; PICHINCHA ; QUITO ;169
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; INGENIERIA EN ELECTRONICA Y REDES DE INFORMACION ; TERCER NIVEL DE GRADO ;PRESENCIAL; INGENIERIA, INDUSTRIA Y CONSTRUCCION ; INGENIERIA Y PROFESIONES AFINES ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; HOMBRE ; MESTIZO ;NO_APLICA; NINGUNA ; NO_REGISTRA ; NO_REGISTRA ;1
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; INGENIERIA EN ELECTRONICA Y REDES DE INFORMACION ; TERCER NIVEL DE GRADO ;PRESENCIAL; INGENIERIA, INDUSTRIA Y CONSTRUCCION ; INGENIERIA Y PROFESIONES AFINES ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; HOMBRE ; MESTIZO ;NO_APLICA; NINGUNA ; NO_REGISTRA ; NO_REGISTRA ;14
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; INGENIERIA EN ELECTRONICA Y REDES DE INFORMACION ; TERCER NIVEL DE GRADO ;PRESENCIAL; INGENIERIA, INDUSTRIA Y CONSTRUCCION ; INGENIERIA Y PROFESIONES AFINES ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; HOMBRE ; MESTIZO ;NO_APLICA; NINGUNA ; PICHINCHA ; QUITO ;1
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; INGENIERIA EN ELECTRONICA Y REDES DE INFORMACION ; TERCER NIVEL DE GRADO ;PRESENCIAL; INGENIERIA, INDUSTRIA Y CONSTRUCCION ; INGENIERIA Y PROFESIONES AFINES ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; HOMBRE ; NO_REGISTRA ;NO_APLICA; NINGUNA ; PICHINCHA ; QUITO ;19
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; INGENIERIA EN ELECTRONICA Y REDES DE INFORMACION ; TERCER NIVEL DE GRADO ;PRESENCIAL; INGENIERIA, INDUSTRIA Y CONSTRUCCION ; INGENIERIA Y PROFESIONES AFINES ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; HOMBRE ; NO_REGISTRA ;NO_REGISTRA; NINGUNA ; NO_REGISTRA ; NO_REGISTRA ;1
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; INGENIERIA EN ELECTRONICA Y REDES DE INFORMACION ; TERCER NIVEL DE GRADO ;PRESENCIAL; INGENIERIA, INDUSTRIA Y CONSTRUCCION ; INGENIERIA Y PROFESIONES AFINES ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; HOMBRE ; NO_REGISTRA ;NO_REGISTRA; NINGUNA ; PICHINCHA ; QUITO ;32
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; INGENIERIA EN ELECTRONICA Y REDES DE INFORMACION ; TERCER NIVEL DE GRADO ;PRESENCIAL; INGENIERIA, INDUSTRIA Y CONSTRUCCION ; INGENIERIA Y PROFESIONES AFINES ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; HOMBRE ; NO_REGISTRA ;NO_REGISTRA; NINGUNA ; NO_REGISTRA ; NO_REGISTRA ;61
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; INGENIERIA EN ELECTRONICA Y REDES DE INFORMACION ; TERCER NIVEL DE GRADO ;PRESENCIAL; INGENIERIA, INDUSTRIA Y CONSTRUCCION ; INGENIERIA Y PROFESIONES AFINES ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; HOMBRE ; OTRO ;NO_APLICA; NINGUNA ; PICHINCHA ; QUITO ;1
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; INGENIERIA EN ELECTRONICA Y REDES DE INFORMACION ; TERCER NIVEL DE GRADO ;PRESENCIAL; INGENIERIA, INDUSTRIA Y CONSTRUCCION ; INGENIERIA Y PROFESIONES AFINES ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; MUJER ; AFROECUATORIANO ;NO_APLICA; NINGUNA ; PICHINCHA ; QUITO ;1
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; INGENIERIA EN ELECTRONICA Y REDES DE INFORMACION ; TERCER NIVEL DE GRADO ;PRESENCIAL; INGENIERIA, INDUSTRIA Y CONSTRUCCION ; INGENIERIA Y PROFESIONES AFINES ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; MUJER ; BLANCO ;NO_APLICA; NINGUNA ; PICHINCHA ; QUITO ;1
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; INGENIERIA EN ELECTRONICA Y REDES DE INFORMACION ; TERCER NIVEL DE GRADO ;PRESENCIAL; INGENIERIA, INDUSTRIA Y CONSTRUCCION ; INGENIERIA Y PROFESIONES AFINES ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; MUJER ; BLANCO ;NO_APLICA; NINGUNA ; PICHINCHA ; QUITO ;1
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; INGENIERIA EN ELECTRONICA Y REDES DE INFORMACION ; TERCER NIVEL DE GRADO ;PRESENCIAL; INGENIERIA, INDUSTRIA Y CONSTRUCCION ; INGENIERIA Y PROFESIONES AFINES ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; MUJER ; INDIGENA ;NO_REGISTRA; NINGUNA ; PICHINCHA ; QUITO ;1
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; INGENIERIA EN ELECTRONICA Y REDES DE INFORMACION ; TERCER NIVEL DE GRADO ;PRESENCIAL; INGENIERIA, INDUSTRIA Y CONSTRUCCION ; INGENIERIA Y PROFESIONES AFINES ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; MUJER ; MESTIZO ;NO_APLICA; NINGUNA ; PICHINCHA ; QUITO ;58
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; INGENIERIA EN ELECTRONICA Y REDES DE INFORMACION ; TERCER NIVEL DE GRADO ;PRESENCIAL; INGENIERIA, INDUSTRIA Y CONSTRUCCION ; INGENIERIA Y PROFESIONES AFINES ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; MUJER ; MESTIZO ;NO_APLICA; NINGUNA ; NO_REGISTRA ; NO_REGISTRA ;6
